対象年度,対象リーグ,FB_Name,SC_Name,FB_Pos,SC_Position_Group,FB_Minutes,SC_Minutes,analysis_position_code,analysis_position_jp,analysis_position_source,SC_Primary_Position,SC_Primary_Position_Group,player_name_normalized,dominant_team_name,team_season_signature,fb_dominant_team_name,fb_team_season_signature,join_method,join_method_detail,join_status,Notes
2024-2025,J3,水口　湧斗,Yuto Minakuchi,DF,Central Defender,2078.0,1978.23,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Yuto Minakuchi,FC大阪,2024|FC大阪|946.32; 2025|FC大阪|827.86; 2024|相模原|204.05,FC大阪,2024|FC大阪|900.00; 2024|相模原|467.00; 2025|FC大阪|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,杉田　隼,Hayato Sugita,DF,Central Defender,2062.0,2255.75,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Hayato Sugita,松本,2025|松本|2255.75,松本,2025|松本|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,ピトリック,Kevin Pytlik,DF,Central Defender,2041.0,2342.49,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Kevin Pytlik,相模原,2025|相模原|2342.49,相模原,2025|相模原|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,當麻　颯,Hayate Toma,DF,Central Defender,1992.0,2177.2,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Hayate Toma,福島,2025|福島|2177.20,福島,2025|福島|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,左合　修土,Shuto Sago,DF,Central Defender,1987.0,2208.0,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Shuto Sago,讃岐,2025|讃岐|2150.48; 2024|讃岐|57.52,讃岐,2024|讃岐|36.00; 2025|讃岐|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,綿引　康,Ko Watahiki,DF,Central Defender,1912.0,1958.99,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Ko Watahiki,相模原,2025|相模原|1420.67; 2024|相模原|538.32,相模原,2024|相模原|715.00; 2025|相模原|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,野瀬　翔也,Shoya  Nose,DF,Central Defender,1861.0,2078.15,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Shoya Nose,群馬,2025|群馬|2078.15,群馬,2025|群馬|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,深津　康太,Kota Fukatsu,DF,Central Defender,1839.0,1437.33,CB,センターバック,CB (Position Group: Central Defender),CB,Central Defender,Kota Fukatsu,岩手,2024|岩手|1437.33,岩手,2024|岩手|1839.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,長谷川　光基,Koki Hasegawa,DF,Central Defender,1819.0,1487.2,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Koki Hasegawa,北九州,2025|北九州|1121.40; 2024|北九州|365.80,北九州,2024|北九州|727.00; 2025|北九州|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,砂森　和也,Kazuya Sunamori,DF,Central Defender,1804.0,1965.2,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Kazuya Sunamori,長野,2025|長野|1527.84; 2024|長野|437.36,長野,2024|長野|406.00; 2025|長野|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,齊藤　隆成,Ryusei Saito,DF,Central Defender,1793.0,1101.99,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Ryusei Saito,FC大阪,2024|FC大阪|1101.99,FC大阪,2024|FC大阪|1793.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,大城　蛍,Kei Oshiro,DF,Central Defender,1790.0,786.72,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Kei Oshiro,鳥取,2024|鳥取|786.72,鳥取,2024|鳥取|1790.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,柳　雄太郎,Yutaro Yanagi,MF,Central Defender,1732.0,1207.6699999999998,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Yutaro Yanagi,YS横浜,2024|YS横浜|1164.60; 2025|讃岐|43.07,YS横浜,2024|YS横浜|1695.00; 2025|讃岐|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Shunji Takemura
2024-2025,J3,吉田　知樹,Tomoki Yoshida,DF,Central Defender,1720.0,1874.4,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Tomoki Yoshida,高知,2025|高知|1874.40,高知,2025|高知|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,藤原　拓也,Takuya Fujiwara,DF,Central Defender,1680.0,1541.07,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Takuya Fujiwara,YS横浜,2024|YS横浜|1480.95; 2025|栃木Ｃ|60.12,YS横浜,2024|YS横浜|1680.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,堂鼻　起暉,Kazuki Dohana,DF,Central Defender,1677.0,977.5,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Kazuki Dohana,福島,2024|福島|977.50,福島,2024|福島|1677.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,岡崎　慎,Makoto Okazaki,DF,Central Defender,1672.0,1896.53,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Makoto Okazaki,鹿児島,2025|鹿児島|1282.56; 2024|岐阜|613.97,岐阜,2024|岐阜|600.00; 2025|鹿児島|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,平　智広,Tomohiro Taira,DF,Central Defender,1639.0,1855.52,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Tomohiro Taira,金沢,2025|金沢|1008.23; 2024|金沢|847.29,金沢,2024|金沢|735.00; 2025|金沢|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,小林　大智,Daichi Kobayashi,DF,Central Defender,1607.0,1751.12,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Daichi Kobayashi,高知,2025|高知|1751.12,高知,2025|高知|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,林田　魁斗,Kaito Hayashida,DF,Central Defender,1576.0,1493.38,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Kaito Hayashida,讃岐,2025|讃岐|941.39; 2024|FC大阪|502.80; 2025|FC大阪|49.19,FC大阪,2024|FC大阪|704.00; 2025|FC大阪|0.00; 2025|讃岐|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,野末　学,Satoru Nozue,DF,Central Defender,1568.0,1671.65,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Satoru Nozue,福島,2024|福島|1208.16; 2025|福島|463.49,福島,2024|福島|1192.00; 2025|福島|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,小西　慶太郎,Keitaro Konishi,DF,Central Defender,1554.0,1719.86,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Keitaro Konishi,栃木Ｃ,2025|栃木Ｃ|1719.86,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,増谷　幸祐,Kosuke Masutani,DF,Central Defender,1527.0,1131.44,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Kosuke Masutani,琉球,2024|琉球|1131.44,琉球,2024|琉球|1527.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,小笠原　佳祐,Keisuke Ogasawara,DF,Central Defender,1512.0,1550.04,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Keisuke Ogasawara,相模原,2024|相模原|1062.31; 2025|相模原|487.73,相模原,2024|相模原|1128.00; 2025|相模原|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,宮市　剛,Tsuyoshi Miyaichi,DF,Full Back,1497.0,1559.59,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Tsuyoshi Miyaichi,岩手,2024|岩手|1370.39; 2025|讃岐|189.20,岩手,2024|岩手|1345.00; 2025|讃岐|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,グスタボ　リッシ,Gustavo Martini Rissi,DF,Central Defender,1488.0,1631.3,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Gustavo Martini Rissi,沼津,2025|沼津|890.16; 2024|沼津|741.14,沼津,2024|沼津|678.00; 2025|沼津|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,藤井　葉大,Yota Fujii,DF,Central Defender,1482.0,1592.24,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Yota Fujii,讃岐,2025|讃岐|1592.24,讃岐,2025|讃岐|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,脇本　晃成,Kosei Wakimoto,MF,Central Defender,1420.0,1185.0799999999997,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Kosei Wakimoto,富山,2024|富山|1185.08,富山,2024|富山|1420.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,小柳　達司,Tatsushi Koyanagi,DF,Central Defender,1413.0,1554.6,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Tatsushi Koyanagi,群馬,2025|群馬|1554.60,群馬,2025|群馬|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,井林　章,Akira Ibayashi,DF,Central Defender,1368.0,1485.58,CB,センターバック,Center Back (Position Group: Central Defender),Center Back,Central Defender,Akira Ibayashi,讃岐,2025|讃岐|1485.58,讃岐,2025|讃岐|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,眞鍋　旭輝,Hikaru Manabe,DF,Central Defender,1274.0,1604.84,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Hikaru Manabe,宮崎,2025|宮崎|1415.99; 2024|宮崎|188.85,宮崎,2024|宮崎|175.00; 2025|宮崎|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,石井　光輝,Koki Ishii,DF,Central Defender,1264.0,1373.74,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Koki Ishii,長野,2025|長野|1279.76; 2024|長野|93.98,長野,2024|長野|86.00; 2025|長野|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,佐古　真礼,Maaya Sako,DF,Central Defender,1244.0,802.68,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Maaya Sako,岩手,2024|岩手|802.68,岩手,2024|岩手|1244.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,ヴァンイヤーデン　ショーン,Shawn Van Eerden,DF,Central Defender,1215.0,469.41,CB,センターバック,Center Back (Position Group: Central Defender),Center Back,Central Defender,Shawn Van Eerden,鳥取,2025|鳥取|335.83; 2024|YS横浜|133.58,YS横浜,2024|YS横浜|924.00; 2025|鳥取|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,宮崎　海斗,Kaito Miyazaki,DF,Central Defender,1170.0,1539.75,CB,センターバック,Center Back (Position Group: Central Defender),Center Back,Central Defender,Kaito Miyazaki,沼津,2025|沼津|1494.13; 2025|金沢|45.62,沼津,2025|沼津|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,今瀬　淳也,Junya Imase,DF,Central Defender,1160.0,1171.71,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Junya Imase,富山,2024|富山|1171.71,富山,2024|富山|1160.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,松村　厳,Gen Matsumura,MF,Central Defender,1158.0,1283.36,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Gen Matsumura,松本,2025|松本|1283.36,松本,2025|松本|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Ryuji Kokubu
2024-2025,J3,行德　瑛,Ei Gyotoku,DF,Central Defender,1128.0,1250.58,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Ei Gyotoku,長野,2025|長野|1152.45; 2024|長野|98.13,長野,2024|長野|90.00; 2025|長野|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,濱田　水輝,Mizuki Hamada,DF,Central Defender,1102.0,745.14,CB,センターバック,CB (Position Group: Central Defender),CB,Central Defender,Mizuki Hamada,大宮,2024|大宮|745.14,大宮,2024|大宮|1102.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,広瀬　健太,Kenta Hirose,DF,Central Defender,1076.0,1228.39,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Kenta Hirose,鹿児島,2025|鹿児島|1228.39,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,藤嵜　智貴,Tomoki Fujisaki,DF,Central Defender,1027.0,642.94,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Tomoki Fujisaki,八戸,2024|八戸|642.94,八戸,2024|八戸|1027.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,遠藤　元一,Genichi Endo,DF,Central Defender,1020.0,977.39,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Genichi Endo,岐阜,2024|岐阜|977.39,岐阜,2024|岐阜|1020.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,田辺　陽太,Yota Tanabe,DF,Central Defender,1017.0,1098.08,CB,センターバック,Center Back (Position Group: Central Defender),Center Back,Central Defender,Yota Tanabe,高知,2025|高知|1098.08,高知,2025|高知|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,二ノ宮　慈洋,Jiyo Ninomiya,DF,Central Defender,1010.0,1109.57,CB,センターバック,Center Back (Position Group: Central Defender),Center Back,Central Defender,Jiyo Ninomiya,松本,2025|松本|1076.80; 2024|松本|32.77,松本,2024|松本|20.00; 2025|松本|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,斉藤　諒,Ryo Saito,DF,Central Defender,1010.0,619.67,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Ryo Saito,岩手,2024|岩手|619.67,岩手,2024|岩手|1010.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,山内　琳太郎,Rintaro Yamauchi,DF,Central Defender,985.0,1090.6,CB,センターバック,Center Back (Position Group: Central Defender),Center Back,Central Defender,Rintaro Yamauchi,相模原,2025|相模原|1090.60,相模原,2025|相模原|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,寺阪　尚悟,Shogo Terasaka,DF,Central Defender,974.0,988.04,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Shogo Terasaka,岐阜,2024|岐阜|693.75; 2025|岐阜|294.29,岐阜,2024|岐阜|707.00; 2025|岐阜|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,今井　那生,Naiki Imai,DF,Central Defender,961.0,1092.2,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Naiki Imai,高知,2025|高知|1092.20,高知,2025|高知|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,西野　奨太,Shota Nishino,DF,Central Defender,958.0,1202.47,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Shota Nishino,讃岐,2024|讃岐|1202.47,讃岐,2024|讃岐|958.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,下堂　竜聖,Ryusei Shimodo,DF,Central Defender,956.0,461.55000000000007,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Ryusei Shimodo,富山,2024|富山|461.55,富山,2024|富山|956.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Ryusei Shimodo
2024-2025,J3,田中　誠太郎,Seitaro Tanaka,DF,Full Back,887.0,1035.89,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Seitaro Tanaka,宮崎,2025|宮崎|729.75; 2024|宮崎|306.14,宮崎,2024|宮崎|271.00; 2025|宮崎|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,都並　優太,Yuta Tsunami,DF,Full Back,835.0,997.05,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Yuta Tsunami,奈良,2024|奈良|542.95; 2025|奈良|454.10,奈良,2024|奈良|448.00; 2025|奈良|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,山内　舟征,Shusei Yamauchi,DF,Central Defender,825.0,847.27,CB,センターバック,CB (Position Group: Central Defender),CB,Central Defender,Shusei Yamauchi,岩手,2024|岩手|793.82; 2024|琉球|53.45,岩手,2024|岩手|643.00; 2024|琉球|182.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,奈良坂　巧,Takumi Narasaka,DF,Central Defender,814.0,507.34,CB,センターバック,CB (Position Group: Central Defender),CB,Central Defender,Takumi Narasaka,讃岐,2024|讃岐|507.34,讃岐,2024|讃岐|814.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,鍋田　純志,Atsushi Nabeta,DF,Central Defender,811.0,828.8,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Atsushi Nabeta,富山,2024|富山|828.80,富山,2024|富山|811.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,内田　航平,Kohei Uchida,DF,Central Defender,776.0,864.98,CB,センターバック,Center Back (Position Group: Central Defender),Center Back,Central Defender,Kohei Uchida,栃木SC,2025|栃木SC|864.98,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,酒井　崇一,Shuichi Sakai,DF,Central Defender,753.0,831.3,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Shuichi Sakai,長野,2025|長野|831.30,長野,2025|長野|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,東　廉太,Renta Higashi,DF,Central Defender,750.0,760.3,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Renta Higashi,北九州,2025|北九州|760.30,北九州,2025|北九州|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,相馬　丞,Jo  Soma,DF,Central Defender,745.0,859.36,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Jo Soma,鹿児島,2025|鹿児島|859.36,鹿児島,2025|鹿児島|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,端野　拓馬,Takuma Hashino,DF,Central Defender,724.0,169.73,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Takuma Hashino,YS横浜,2024|YS横浜|169.73,YS横浜,2024|YS横浜|724.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,神谷　凱士,Kaito Kamiya,DF,Central Defender,711.0,804.31,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Kaito Kamiya,琉球,2025|琉球|804.31,琉球,2025|琉球|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,菊地　健太,Kenta Kikuchi,DF,Full Back,688.0,793.59,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Kenta Kikuchi,群馬,2025|群馬|793.59,群馬,2025|群馬|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,ヘナン,Renan Dos Santos Paixão,DF,Central Defender,673.0,721.65,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Renan Dos Santos Paixão,鹿児島,2025|鹿児島|721.65,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,木邨　優人,Yuto  Kimura,DF,Central Defender,662.0,755.26,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Yuto Kimura,栃木SC,2025|栃木SC|755.26,栃木SC,2025|栃木SC|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,伊勢　渉,Wataru Ise,DF,Central Defender,650.0,753.04,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Wataru Ise,奈良,2024|奈良|753.04,奈良,2024|奈良|650.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,大武　峻,Shun Obu,DF,Central Defender,632.0,398.97,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Shun Obu,宮崎,2024|宮崎|398.97,宮崎,2024|宮崎|632.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,竹内　悠力,Yuri Takeuchi,DF,Central Defender,628.0,390.92,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Yuri Takeuchi,今治,2024|今治|390.92,今治,2024|今治|628.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,佐藤　大翔,Hiroto  Sato,DF,Central Defender,573.0,646.8,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Hiroto Sato,奈良,2025|奈良|646.80,奈良,2025|奈良|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,金城　ジャスティン俊樹,Justin Toshiki Kinjo,MF,Central Defender,547.0,379.37,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Justin Kinjo,相模原,2024|相模原|379.37,相模原,2024|相模原|547.00,alias,alias,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08) / SC元データ名: Justin Kinjo
2024-2025,J3,津覇　実樹,Jitsuki Tsuha,MF,Full Back,504.0,606.6899999999999,CB,センターバック,Left Center Back (Position Group: Central Defender),Left Center Back,Central Defender,Jitsuki Tsuha,琉球,2025|琉球|606.69,琉球,2025|琉球|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,坂本　修佑,Shusuke Sakamoto,DF,Central Defender,500.0,449.32,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Shusuke Sakamoto,FC大阪,2024|FC大阪|449.32,FC大阪,2024|FC大阪|500.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,平瀬　大,Dai Hirase,DF,Central Defender,479.0,548.03,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Dai Hirase,岐阜,2025|岐阜|548.03,岐阜,2025|岐阜|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,橋内　優也,Yuya Hashiuchi,DF,Central Defender,453.0,155.82,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Yuya Hashiuchi,松本,2024|松本|155.82,松本,2024|松本|453.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,川上　優樹,Yuki Kawakami,DF,Central Defender,451.0,498.65,CB,センターバック,RCB (Position Group: Central Defender),RCB,Central Defender,Yuki Kawakami,富山,2024|富山|498.65,富山,2024|富山|451.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,高嶋　修也,Shuya Takashima,DF,Central Defender,406.0,475.79,CB,センターバック,Right Center Back (Position Group: Central Defender),Right Center Back,Central Defender,Shuya Takashima,栃木SC,2025|栃木SC|475.79,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,工藤　駿,Shun  Kudo,DF,Central Defender,362.0,297.95,CB,センターバック,LCB (Position Group: Central Defender),LCB,Central Defender,Shun Kudo,長野,2024|長野|297.95,長野,2024|長野|362.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,國廣　周平,Shuhei Kunihiro,DF,Central Defender,338.0,292.17,CB,センターバック,CB (Position Group: Central Defender),CB,Central Defender,Shuhei Kunihiro,相模原,2024|相模原|292.17,相模原,2024|相模原|338.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
